source_id,option_id,source,option,is_similar
0143aef8-853a-437b-ab2c-57351aff104a,0a898e3f-78ca-4fd0-8e1b-a2d61e38d251,"Real-time accounting records generated for a product from stock purchases, scraps, and other inventory actions.","Real-time accounting records generated for a product from stock purchases, scraps, and other inventory actions.",e283462c-3365-4144-afb1-861bf8278375
03b19456-8ec4-4f61-868d-cbcbfb954531,4c816ace-5d99-45be-9b2e-7a9c0620b460,The System holds all the details of the all the employees who are working in the organization.,It holds the details of all the godowns which are part of our organization.,86692c68-a2b0-477d-a9a1-0478fa5d044a
075215f0-090b-414a-ab2a-9205de47723b,86692c68-a2b0-477d-a9a1-0478fa5d044a,The system shall enable the Sales Assistant to record the phone number and cell number of a potential customer.,The system shall enable the Sales Assistant to update the phone and cell numbers of an existing customer.,4d3adc83-0b25-4573-a7e0-68f6b609a529
0955d54c-20b8-47b8-816a-c9c8092c4a22,14d70972-7f2f-4a38-b259-ed8587406305,The system shall enable the Sales Assistant to further refine the search for a wholesale by using access keys like the wholesale partial number.,The system shall allow the Sales Assistant to search for an existing product using either the product number or the product name as access keys.,a5d5f14c-9de6-4cb9-81ee-4ca651604928
09ef99b8-518e-4284-885c-1cab53e39331,4908c8a4-55ba-4b16-994f-89368a1435b7,"The system must provide options to export the generated reports in various formats (e.g., PDF, Excel) and allow users to print the reports for documentation purposes.","The system must allow the user to either display the requested report in a part of the browser window or print it out, depending on the user's preference.",be3b8c04-9894-4add-8970-d9935103c897
0a898e3f-78ca-4fd0-8e1b-a2d61e38d251,0143aef8-853a-437b-ab2c-57351aff104a,"Real-time accounting records generated for a product from stock purchases, scraps, and other inventory actions.","Real-time accounting records generated for a product from stock purchases, scraps, and other inventory actions.",e283462c-3365-4144-afb1-861bf8278375
0b985b98-5735-4271-a2b0-58adbce79d8d,8ff60e36-0f00-495d-ad1a-dcc8d3b795a2,The system shall provide an option for the Sales Assistant to add the product to the stock after entering the required details.,The system shall provide an option to add the new product after all required details have been entered.,72e1bade-df9d-499d-b8aa-32862bd334c4
0e651f80-69b3-4403-a206-c6a8b22141b8,8dcc86d4-f80f-42f2-b482-08e11b3e474a,The system shall enable the Sales-Assistant to locate the contract using a partial contract number after selecting the customer.,The system shall enable the sales assistant to find a contract using a partial contract number as an access key after selecting the customer.,4c916c83-aacd-43b5-ad18-32cfeac2a8f2
0f69ab7e-27f4-4106-a6da-c38d1eb9844b,ae08fd03-8087-4526-8e2c-b989f3643efa,Use predefined dashboards or build your own with the advanced reporting engine Share filters with the team.,Use predefined dashboards or build your own with the advanced reporting engine. Share filters with the team.,8769a9ad-af67-4230-83a9-2a3802f7e597
0fb0d660-1247-4378-90e1-4c2e444e1794,228ff569-020d-4158-8f4b-fa3cdff36cc8,The system shall allow the Sales-Assistant to view or print the existing wholesale data.,The system shall allow the Sales Assistant to enter the wholesale price for a new product.,de8d686c-e986-498c-a0df-e0802865e1f8
125ad59a-a2ce-4ce3-aa79-f0096ca5fc37,f3ace772-a3e6-48c2-8411-6a95911d0be0,The system shall enable the Sales Assistant to input the retail price for a new product.,The system shall enable the Sales Assistant to update the retail price of the existing product.,1aed1fb4-258d-4377-9a88-1de701106294
